"MES_INFORMACION","REGIÓN","COMUNA","SEXO","EDAD_TRAMO","NACIONALIDAD","TITULAR_CARGA","TRAMO","BENEFICIARIOS"
202412,"Del Libertador General Bernardo O'Higgins","Litueche","Hombre","60 a 64 años","Extranjera","Titular","B",1
202412,"De Atacama","Diego De Almagro","Mujer","45 a 49 años","Extranjera","Carga","C",2
202412,"De Ñuble","Ninhue","Hombre","35 a 39 años","Chilena","Titular","A",8
202412,"De Coquimbo","Illapel","Hombre","10 a 14 años","Extranjera","Carga","A",5
202412,"De Valparaíso","La Ligua","Mujer","05 a 09 años","Extranjera","Carga","B",6
202412,"Metropolitana De Santiago","San José De Maipo","Hombre","80 a más años","Chilena","Titular","A",1
202412,"De Antofagasta","María Elena","Mujer","75 a 79 años","Chilena","Carga","C",1
202412,"Del Maule","Maule","Mujer","45 a 49 años","Chilena","Carga","A",1
202412,"De Ñuble","Cobquecura","Mujer","35 a 39 años","Chilena","Carga","A",1
202412,"De Los Lagos","Cochamó","Mujer","00 a 4 años","Extranjera","Titular","A",2
202412,"De Coquimbo","Canela","Mujer","25 a 29 años","Extranjera","Titular","A",2
202412,"De Los Lagos","Calbuco","Hombre","S.I.","Extranjera","Titular","A",1
202412,"De Ñuble","Coelemu","Hombre","65 a 69 años","Extranjera","Titular","B",2
202412,"De La Araucanía","Lonquimay","Mujer","25 a 29 años","Extranjera","Titular","B",1
202412,"De Valparaíso","Panquehue","Hombre","30 a 34 años","Extranjera","Titular","B",3
202412,"De Ñuble","Bulnes","Hombre","50 a 54 años","Extranjera","Titular","B",1
202412,"Metropolitana De Santiago","San Bernardo","Mujer","50 a 54 años","Extranjera","Carga","A",2
202412,"De Antofagasta","Antofagasta","Hombre","45 a 49 años","Extranjera","Carga","B",5
202412,"De Arica Y Parinacota","Putre","Mujer","60 a 64 años","Chilena","Titular","B",2
202412,"De Valparaíso","San Antonio","Mujer","55 a 59 años","Extranjera","Titular","D",9
202412,"De La Araucanía","Freire","Hombre","45 a 49 años","Extranjera","Titular","B",4
202412,"De La Araucanía","Vilcún","Hombre","55 a 59 años","Extranjera","Titular","B",1
202412,"Metropolitana De Santiago","Huechuraba","Mujer","60 a 64 años","Extranjera","Carga","D",1
202412,"De Ñuble","Coelemu","Hombre","30 a 34 años","Extranjera","Titular","B",2
202412,"Metropolitana De Santiago","Santiago","Hombre","45 a 49 años","Extranjera","Carga","D",3
202412,"De Valparaíso","Limache","Hombre","65 a 69 años","Chilena","Carga","B",2
202412,"Del Libertador General Bernardo O'Higgins","Requínoa","Mujer","10 a 14 años","Extranjera","Carga","B",1
202412,"Del Libertador General Bernardo O'Higgins","Santa Cruz","Hombre","55 a 59 años","Chilena","Carga","D",1
202412,"De Coquimbo","Ovalle","Mujer","80 a más años","Chilena","Carga","C",3
202412,"De Antofagasta","Antofagasta","Indeterminado","05 a 09 años","Extranjera","Titular","A",3
202412,"De Coquimbo","Canela","Hombre","10 a 14 años","Chilena","Titular","B",2
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Coyhaique","Mujer","50 a 54 años","Extranjera","Carga","C",1
202412,"Metropolitana De Santiago","Macul","Mujer","50 a 54 años","Extranjera","Carga","C",4
202412,"De Ñuble","Ninhue","Mujer","70 a 74 años","Chilena","Titular","D",3
202412,"De Los Lagos","Palena","Hombre","60 a 64 años","Chilena","Titular","C",8
202412,"De Valparaíso","Rinconada","Hombre","55 a 59 años","Extranjera","Titular","A",3
202412,"De Coquimbo","Vicuña","Hombre","05 a 09 años","Extranjera","Carga","B",6
202412,"Metropolitana De Santiago","Puente Alto","Hombre","50 a 54 años","Extranjera","Carga","A",1
202412,"Del Maule","Hualañé","Hombre","75 a 79 años","Extranjera","Titular","A",1
202412,"Metropolitana De Santiago","Tiltil","Mujer","65 a 69 años","Extranjera","Titular","A",4
202412,"Del Maule","Hualañé","Hombre","50 a 54 años","Chilena","Carga","D",1
202412,"Del Libertador General Bernardo O'Higgins","Coltauco","Mujer","80 a más años","Chilena","Titular","D",6
202412,"Del Libertador General Bernardo O'Higgins","Santa Cruz","Mujer","35 a 39 años","Chilena","Carga","D",7
202412,"De Los Lagos","Chonchi","Mujer","50 a 54 años","Extranjera","Carga","C",1
202412,"Del Bíobío","Los Álamos","Mujer","05 a 09 años","Extranjera","Carga","A",2
202412,"De Valparaíso","Rinconada","Hombre","25 a 29 años","Chilena","Carga","D",4
202412,"Del Libertador General Bernardo O'Higgins","Nancagua","Mujer","40 a 44 años","Chilena","Carga","D",2
202412,"De Valparaíso","San Esteban","Mujer","20 a 24 años","Chilena","Carga","A",1
202412,"Del Bíobío","Concepción","Mujer","60 a 64 años","Extranjera","Carga","A",1
202412,"Del Libertador General Bernardo O'Higgins","Litueche","Hombre","55 a 59 años","Extranjera","Titular","D",2
202412,"Del Libertador General Bernardo O'Higgins","Doñihue","Mujer","30 a 34 años","Extranjera","Carga","B",3
202412,"Del Bíobío","Quilaco","Mujer","80 a más años","Chilena","Titular","D",3
202412,"De Valparaíso","Villa Alemana","Hombre","70 a 74 años","Extranjera","Carga","B",1
202412,"De Valparaíso","Cartagena","Mujer","80 a más años","Extranjera","Titular","A",3
202412,"Metropolitana De Santiago","Peñaflor","Hombre","60 a 64 años","Chilena","Carga","D",3
202412,"De Los Lagos","Puqueldón","Mujer","05 a 09 años","Chilena","Carga","C",7
202412,"Metropolitana De Santiago","Recoleta","Hombre","55 a 59 años","Chilena","Carga","D",7
202412,"Del Bíobío","San Rosendo","Hombre","60 a 64 años","Extranjera","Titular","C",1
202412,"Del Bíobío","Tirúa","Hombre","80 a más años","Chilena","Titular","D",2
202412,"Metropolitana De Santiago","Macul","Indeterminado","40 a 44 años","Extranjera","Titular","A",2
202412,"De Antofagasta","Calama","Hombre","70 a 74 años","Extranjera","Carga","D",1
202412,"De Ñuble","San Nicolás","Mujer","30 a 34 años","Chilena","Carga","C",7
202412,"De Los Lagos","Puerto Montt","Mujer","00 a 4 años","Extranjera","Carga","B",4
202412,"De Los Lagos","Quemchi","Hombre","05 a 09 años","Extranjera","Carga","D",1
202412,"Metropolitana De Santiago","San Ramón","Hombre","30 a 34 años","Chilena","Carga","D",1
202412,"De Los Lagos","Chonchi","Hombre","25 a 29 años","Extranjera","Titular","A",2
202412,"Del Bíobío","Chiguayante","Hombre","05 a 09 años","Extranjera","Carga","D",3
202412,"De Valparaíso","Olmué","Mujer","15 a 19 años","Extranjera","Carga","D",1
202412,"Del Bíobío","Hualqui","Hombre","75 a 79 años","Chilena","Titular","A",1
202412,"De Arica Y Parinacota","Putre","Mujer","55 a 59 años","Chilena","Titular","D",1
202412,"De Atacama","Copiapó","Hombre","80 a más años","Chilena","Carga","D",1
202412,"Metropolitana De Santiago","Pedro Aguirre Cerda","Mujer","40 a 44 años","Chilena","Carga","A",2
202412,"De Ñuble","San Ignacio","Hombre","40 a 44 años","Extranjera","Titular","C",1
202412,"De Valparaíso","Panquehue","Hombre","15 a 19 años","Chilena","Titular","D",1
202412,"De Coquimbo","Combarbalá","Hombre","05 a 09 años","Extranjera","Titular","A",2
202412,"De Coquimbo","Coquimbo","Hombre","10 a 14 años","Extranjera","Titular","C",1
202412,"De Coquimbo","La Higuera","Mujer","15 a 19 años","Chilena","Titular","A",4
202412,"Del Libertador General Bernardo O'Higgins","Paredones","Hombre","45 a 49 años","Extranjera","Titular","A",3
202412,"Del Bíobío","Cañete","Mujer","05 a 09 años","Extranjera","Carga","A",3
202412,"De Tarapacá","Colchane","Hombre","35 a 39 años","Chilena","Titular","C",1
202412,"De Coquimbo","Salamanca","Mujer","60 a 64 años","Extranjera","Titular","C",1
202412,"Del Bíobío","Tomé","Mujer","45 a 49 años","Extranjera","Titular","C",5
202412,"Del Libertador General Bernardo O'Higgins","Coltauco","Mujer","70 a 74 años","Extranjera","Titular","B",1
202412,"Metropolitana De Santiago","Curacaví","Hombre","S.I.","Extranjera","Titular","D",1
202412,"Metropolitana De Santiago","La Cisterna","Hombre","65 a 69 años","Chilena","Carga","B",2
202412,"De Los Lagos","Maullín","Mujer","15 a 19 años","Extranjera","Titular","A",3
202412,"Metropolitana De Santiago","Macul","Hombre","40 a 44 años","Extranjera","Carga","B",1
202412,"De Valparaíso","El Tabo","Mujer","05 a 09 años","Extranjera","Carga","C",3
202412,"Del Maule","Cauquenes","Mujer","60 a 64 años","Extranjera","Titular","B",3
202412,"De Valparaíso","San Esteban","Mujer","65 a 69 años","Extranjera","Titular","A",3
202412,"De La Araucanía","Cholchol","Mujer","10 a 14 años","Extranjera","Titular","A",1
202412,"Del Bíobío","Concepción","Mujer","70 a 74 años","Extranjera","Carga","A",3
202412,"De Los Lagos","Castro","Mujer","30 a 34 años","Extranjera","Carga","B",1
202412,"Del Maule","San Clemente","Mujer","00 a 4 años","Extranjera","Carga","B",2
202412,"Metropolitana De Santiago","Cerro Navia","Hombre","80 a más años","Chilena","Carga","B",1
202412,"Del Maule","Constitución","Hombre","S.I.","Chilena","Carga","B",1
202412,"De Tarapacá","Camiña","Mujer","35 a 39 años","Chilena","Titular","D",3
202412,"Del Maule","Constitución","Hombre","60 a 64 años","Extranjera","Titular","B",4
202412,"De Valparaíso","Concón","Hombre","10 a 14 años","Extranjera","Titular","B",1
202412,"De Valparaíso","Olmué","Mujer","70 a 74 años","Extranjera","Titular","B",2
202412,"De Atacama","Huasco","Mujer","50 a 54 años","Extranjera","Titular","D",3
202412,"De Los Lagos","Quemchi","Mujer","35 a 39 años","Extranjera","Titular","A",1
202412,"Del Bíobío","Chiguayante","Mujer","20 a 24 años","Extranjera","Carga","C",2
202412,"Metropolitana De Santiago","Lampa","Mujer","40 a 44 años","Chilena","Carga","A",2
202412,"Del Bíobío","Hualpén","Mujer","60 a 64 años","Extranjera","Carga","B",2
202412,"De Ñuble","Pinto","Hombre","60 a 64 años","Chilena","Carga","B",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Coyhaique","Hombre","05 a 09 años","Extranjera","Titular","C",1
202412,"Del Bíobío","Lebu","Mujer","75 a 79 años","Extranjera","Carga","B",1
202412,"Metropolitana De Santiago","Providencia","Hombre","S.I.","Chilena","Titular","C",3
202412,"Metropolitana De Santiago","Vitacura","Hombre","80 a más años","Chilena","Carga","B",2
202412,"De Valparaíso","La Ligua","Mujer","25 a 29 años","Extranjera","Carga","D",1
202412,"De Los Ríos","Máfil","Hombre","80 a más años","Chilena","Titular","A",4
202412,"Metropolitana De Santiago","Independencia","Hombre","25 a 29 años","Extranjera","Carga","D",3
202412,"De La Araucanía","Vilcún","Mujer","20 a 24 años","Extranjera","Titular","B",2
202412,"De La Araucanía","Cunco","Hombre","10 a 14 años","Extranjera","Carga","A",1
202412,"Del Libertador General Bernardo O'Higgins","Placilla","Mujer","10 a 14 años","Extranjera","Carga","D",1
202412,"Metropolitana De Santiago","Cerrillos","Hombre","60 a 64 años","Chilena","Carga","C",2
202412,"De Valparaíso","Panquehue","Hombre","60 a 64 años","Chilena","Carga","D",1
202412,"De Los Ríos","Panguipulli","Mujer","55 a 59 años","Chilena","Carga","A",3
202412,"Del Bíobío","Tomé","Hombre","35 a 39 años","Chilena","Carga","B",3
202412,"Metropolitana De Santiago","Estación Central","Hombre","55 a 59 años","Extranjera","Carga","A",1
202412,"Metropolitana De Santiago","Melipilla","Mujer","40 a 44 años","Chilena","Carga","A",1
202412,"Del Bíobío","Nacimiento","Mujer","80 a más años","Chilena","Carga","B",1
202412,"De Tarapacá","Huara","Hombre","55 a 59 años","Extranjera","Titular","D",2
202412,"De Valparaíso","Cartagena","Hombre","00 a 4 años","Chilena","Titular","B",2
202412,"De Magallanes Y De La Antártica Chilena","Porvenir","Mujer","80 a más años","Chilena","Carga","B",1
202412,"De La Araucanía","Teodoro Schmidt","Hombre","65 a 69 años","Extranjera","Titular","B",2
202412,"Del Bíobío","Yumbel","Hombre","25 a 29 años","Extranjera","Titular","A",3
202412,"De Arica Y Parinacota","Arica","Mujer","05 a 09 años","Extranjera","Titular","B",3
202412,"De Los Ríos","Paillaco","Hombre","10 a 14 años","Extranjera","Carga","B",1
202412,"De Magallanes Y De La Antártica Chilena","Punta Arenas","Mujer","70 a 74 años","Extranjera","Titular","D",2
202412,"De Atacama","Huasco","Mujer","50 a 54 años","Chilena","Carga","C",2
202412,"De Arica Y Parinacota","Camarones","Hombre","60 a 64 años","Chilena","Titular","D",1
202412,"Metropolitana De Santiago","Alhué","Mujer","45 a 49 años","Extranjera","Carga","C",1
202412,"De Tarapacá","Huara","Hombre","60 a 64 años","Extranjera","Titular","A",4
202412,"De Ñuble","San Ignacio","Hombre","05 a 09 años","Extranjera","Titular","A",2
202412,"De Los Lagos","San Pablo","Mujer","70 a 74 años","Chilena","Titular","C",5
202412,"De Valparaíso","El Tabo","Hombre","80 a más años","Extranjera","Titular","A",1
202412,"De Valparaíso","Zapallar","Mujer","55 a 59 años","Extranjera","Titular","D",1
202412,"Del Maule","Longaví","Mujer","30 a 34 años","Chilena","Carga","D",5
202412,"Metropolitana De Santiago","Conchalí","Hombre","50 a 54 años","Extranjera","Carga","D",1
202412,"De Valparaíso","Hijuelas","Hombre","80 a más años","Extranjera","Titular","B",1
202412,"De Ñuble","Pinto","Mujer","40 a 44 años","Chilena","Carga","C",3
202412,"De Antofagasta","Sierra Gorda","Hombre","05 a 09 años","Extranjera","Carga","A",1
202412,"De Atacama","Freirina","Mujer","65 a 69 años","Chilena","Titular","A",12
202412,"Del Bíobío","Arauco","Hombre","30 a 34 años","Extranjera","Carga","C",1
202412,"De Tarapacá","Alto Hospicio","Mujer","65 a 69 años","Extranjera","Carga","D",4
202412,"Del Maule","Longaví","Mujer","20 a 24 años","Extranjera","Titular","C",1
202412,"Del Bíobío","Los Álamos","Hombre","00 a 4 años","Extranjera","Titular","A",1
202412,"Metropolitana De Santiago","La Granja","Indeterminado","05 a 09 años","Extranjera","Carga","A",2
202412,"Del Maule","Pelluhue","Hombre","S.I.","Chilena","Titular","A",3
202412,"Del Maule","Sagrada Familia","Mujer","25 a 29 años","Chilena","Carga","D",2
202412,"De La Araucanía","Victoria","Mujer","35 a 39 años","Extranjera","Carga","C",1
202412,"Del Maule","Empedrado","Hombre","45 a 49 años","Extranjera","Titular","A",2
202412,"De Tarapacá","Camiña","Mujer","55 a 59 años","Extranjera","Titular","A",4
202412,"Del Libertador General Bernardo O'Higgins","Chépica","Hombre","25 a 29 años","Chilena","Carga","D",2
202412,"Del Libertador General Bernardo O'Higgins","Graneros","Mujer","60 a 64 años","Extranjera","Titular","C",2
202412,"Del Libertador General Bernardo O'Higgins","Nancagua","Hombre","S.I.","Chilena","Titular","A",1
202412,"De Ñuble","San Ignacio","Hombre","65 a 69 años","Extranjera","Titular","C",1
202412,"De Coquimbo","Vicuña","Hombre","70 a 74 años","Extranjera","Titular","B",1
202412,"Del Libertador General Bernardo O'Higgins","Peumo","Hombre","75 a 79 años","Extranjera","Titular","C",1
202412,"Metropolitana De Santiago","Cerrillos","Mujer","00 a 4 años","Extranjera","Titular","C",1
202412,"Del Maule","Yerbas Buenas","Mujer","00 a 4 años","Extranjera","Carga","A",2
202412,"De Antofagasta","Taltal","Hombre","75 a 79 años","Extranjera","Titular","A",1
202412,"Del Libertador General Bernardo O'Higgins","Olivar","Mujer","30 a 34 años","Extranjera","Carga","A",1
202412,"De La Araucanía","Pucón","Mujer","45 a 49 años","Extranjera","Carga","A",1
202412,"De Atacama","Copiapó","Hombre","60 a 64 años","Chilena","Carga","A",1
202412,"Del Maule","Romeral","Hombre","75 a 79 años","Chilena","Titular","A",2
202412,"Del Bíobío","Coronel","Hombre","30 a 34 años","Extranjera","Carga","B",1
202412,"De Los Lagos","Ancud","Mujer","30 a 34 años","Extranjera","Carga","B",1
202412,"Metropolitana De Santiago","Recoleta","Hombre","45 a 49 años","Extranjera","Carga","A",6
202412,"Metropolitana De Santiago","Talagante","Mujer","55 a 59 años","Extranjera","Carga","B",2
202412,"Del Maule","Longaví","Hombre","65 a 69 años","Extranjera","Titular","C",2
202412,"De Los Ríos","Futrono","Mujer","45 a 49 años","Extranjera","Carga","B",1
202412,"De Los Ríos","Mariquina","Hombre","65 a 69 años","Chilena","Carga","D",2
202412,"Del Libertador General Bernardo O'Higgins","Malloa","Hombre","S.I.","Chilena","Titular","B",1
202412,"Del Bíobío","San Rosendo","Hombre","15 a 19 años","Chilena","Carga","A",2
202412,"Metropolitana De Santiago","Isla De Maipo","Mujer","80 a más años","Extranjera","Titular","B",4
202412,"De Ñuble","Ñiquén","Hombre","30 a 34 años","Extranjera","Titular","A",3
202412,"De Los Ríos","Río Bueno","Mujer","00 a 4 años","Extranjera","Titular","A",1
202412,"Del Bíobío","Arauco","Hombre","20 a 24 años","Extranjera","Titular","B",1
202412,"De Valparaíso","Santo Domingo","Hombre","05 a 09 años","Extranjera","Carga","C",2
202412,"Metropolitana De Santiago","Pudahuel","Mujer","05 a 09 años","Chilena","Titular","C",1
202412,"Metropolitana De Santiago","Vitacura","Hombre","70 a 74 años","Extranjera","Titular","C",1
202412,"Del Libertador General Bernardo O'Higgins","Litueche","Mujer","15 a 19 años","Chilena","Titular","D",1
202412,"De Valparaíso","Juan Fernández","Mujer","25 a 29 años","Chilena","Titular","B",4
202412,"De Magallanes Y De La Antártica Chilena","Primavera","Hombre","50 a 54 años","Chilena","Titular","D",1
202412,"Metropolitana De Santiago","Las Condes","Hombre","05 a 09 años","Chilena","Titular","B",4
202412,"Metropolitana De Santiago","Pedro Aguirre Cerda","Hombre","50 a 54 años","Chilena","Carga","D",5
202412,"Del Bíobío","Alto Biobío","Mujer","40 a 44 años","Chilena","Carga","C",1
202412,"De Coquimbo","Río Hurtado","Mujer","05 a 09 años","Chilena","Carga","A",1
202412,"Del Bíobío","San Pedro De La Paz","Hombre","45 a 49 años","Chilena","Carga","D",3
202412,"Del Libertador General Bernardo O'Higgins","Rengo","Hombre","65 a 69 años","Extranjera","Titular","B",5
202412,"Del Libertador General Bernardo O'Higgins","Chépica","Mujer","55 a 59 años","Extranjera","Titular","C",1
202412,"De Ñuble","Ranquil","Hombre","20 a 24 años","Chilena","Carga","A",1
202412,"De Ñuble","Yungay","Hombre","25 a 29 años","Chilena","Carga","B",3
202412,"Del Bíobío","Cabrero","Hombre","40 a 44 años","Chilena","Carga","B",5
202412,"Metropolitana De Santiago","Vitacura","Mujer","15 a 19 años","Chilena","Titular","C",2
202412,"Del Libertador General Bernardo O'Higgins","Pichilemu","Hombre","15 a 19 años","Extranjera","Titular","B",1
202412,"De Valparaíso","Limache","Hombre","15 a 19 años","Extranjera","Titular","B",2
202412,"De Los Lagos","Fresia","Mujer","50 a 54 años","Extranjera","Titular","A",3
202412,"Metropolitana De Santiago","Conchalí","Hombre","25 a 29 años","Extranjera","Carga","C",4
202412,"De La Araucanía","Victoria","Hombre","15 a 19 años","Extranjera","Carga","D",1
202412,"De Los Lagos","Puerto Montt","Indeterminado","20 a 24 años","Extranjera","Titular","A",1
202412,"Metropolitana De Santiago","Paine","Hombre","20 a 24 años","Extranjera","Carga","B",2
202412,"De Los Lagos","San Pablo","Mujer","80 a más años","Extranjera","Titular","A",1
202412,"Metropolitana De Santiago","La Granja","Hombre","40 a 44 años","Chilena","Carga","C",2
202412,"De La Araucanía","Teodoro Schmidt","Mujer","25 a 29 años","Extranjera","Carga","C",1
202412,"De La Araucanía","Padre Las Casas","Mujer","15 a 19 años","Extranjera","Titular","B",5
202412,"Del Maule","Empedrado","Mujer","30 a 34 años","Extranjera","Titular","A",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Coyhaique","Mujer","S.I.","Extranjera","Titular","A",1
202412,"De Los Lagos","Hualaihué","Hombre","35 a 39 años","Extranjera","Titular","B",1
202412,"Del Libertador General Bernardo O'Higgins","Navidad","Hombre","15 a 19 años","Extranjera","Titular","A",3
202412,"De Los Lagos","Puqueldón","Hombre","05 a 09 años","Chilena","Titular","B",2
202412,"De Arica Y Parinacota","Putre","Hombre","30 a 34 años","Chilena","Titular","B",3
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Río Ibáñez","Hombre","05 a 09 años","Chilena","Carga","C",2
202412,"De La Araucanía","Melipeuco","Hombre","80 a más años","Extranjera","Titular","B",1
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Mujer","05 a 09 años","Extranjera","Carga","A",3
202412,"De Los Lagos","Chaitén","Mujer","30 a 34 años","Extranjera","Titular","A",5
202412,"Del Maule","Chanco","Mujer","25 a 29 años","Chilena","Carga","B",1
202412,"De Arica Y Parinacota","General Lagos","Hombre","30 a 34 años","Extranjera","Titular","C",1
202412,"Del Maule","Romeral","Mujer","70 a 74 años","Extranjera","Titular","A",3
202412,"De Ñuble","San Ignacio","Hombre","25 a 29 años","Extranjera","Titular","C",2
202412,"De Valparaíso","Isla De Pascua","Hombre","15 a 19 años","Extranjera","Carga","D",1
202412,"De La Araucanía","Padre Las Casas","Hombre","00 a 4 años","Extranjera","Carga","C",1
202412,"De Ñuble","Ninhue","Mujer","05 a 09 años","Chilena","Titular","B",1
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Mujer","80 a más años","Extranjera","Titular","A",1
202412,"Metropolitana De Santiago","Peñaflor","Mujer","40 a 44 años","Extranjera","Carga","B",4
202412,"De Valparaíso","Rinconada","Mujer","50 a 54 años","Extranjera","Carga","D",1
202412,"De Los Ríos","Panguipulli","Hombre","60 a 64 años","Extranjera","Titular","B",2
202412,"De Ñuble","Pinto","Mujer","40 a 44 años","Extranjera","Titular","C",1
202412,"De Tarapacá","Huara","Hombre","80 a más años","Chilena","Titular","C",1
202412,"De La Araucanía","Vilcún","Hombre","55 a 59 años","Extranjera","Carga","B",1
202412,"De Los Ríos","Mariquina","Mujer","25 a 29 años","Extranjera","Carga","D",1
202412,"De Ñuble","San Nicolás","Hombre","50 a 54 años","Extranjera","Titular","D",2
202412,"De Antofagasta","Taltal","Mujer","20 a 24 años","Extranjera","Carga","C",2
202412,"Del Maule","Curepto","Mujer","15 a 19 años","Extranjera","Titular","A",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Tortel","Mujer","25 a 29 años","Chilena","Titular","B",1
202412,"De Magallanes Y De La Antártica Chilena","Primavera","Hombre","15 a 19 años","Chilena","Carga","C",1
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Río Ibáñez","Hombre","15 a 19 años","Chilena","Titular","C",1
202412,"De La Araucanía","Melipeuco","Hombre","35 a 39 años","Extranjera","Titular","B",1
202412,"De Valparaíso","San Esteban","Mujer","50 a 54 años","Chilena","Carga","A",2
202412,"De Valparaíso","San Esteban","Mujer","35 a 39 años","Extranjera","Carga","A",1
202412,"Del Maule","Romeral","Hombre","35 a 39 años","Chilena","Carga","B",1
202412,"De Ñuble","Quillón","Hombre","15 a 19 años","Extranjera","Carga","C",1
202412,"De Atacama","Caldera","Hombre","15 a 19 años","Extranjera","Titular","B",1
202412,"De Valparaíso","Panquehue","Mujer","35 a 39 años","Chilena","Carga","C",3
202412,"De Ñuble","Chillán Viejo","Mujer","80 a más años","Extranjera","Titular","C",1
202412,"Del Bíobío","Negrete","Hombre","25 a 29 años","Extranjera","Titular","B",1
202412,"Metropolitana De Santiago","Melipilla","Hombre","65 a 69 años","Extranjera","Carga","D",1
202412,"Del Bíobío","Alto Biobío","Mujer","50 a 54 años","Extranjera","Carga","D",1
202412,"De Valparaíso","Quilpué","Hombre","40 a 44 años","Chilena","Carga","D",3
202412,"Del Bíobío","Chiguayante","Mujer","30 a 34 años","Extranjera","Carga","A",1
202412,"Del Libertador General Bernardo O'Higgins","Las Cabras","Mujer","20 a 24 años","Chilena","Carga","A",1
202412,"De Los Lagos","San Juan De La Costa","Mujer","40 a 44 años","Extranjera","Titular","B",1
202412,"Del Libertador General Bernardo O'Higgins","Peralillo","Hombre","75 a 79 años","Chilena","Titular","A",2
202412,"De La Araucanía","Gorbea","Hombre","60 a 64 años","Extranjera","Titular","A",1
202412,"De Los Lagos","Futaleufú","Mujer","80 a más años","Chilena","Titular","D",1
202412,"De Valparaíso","Cabildo","Hombre","60 a 64 años","Chilena","Carga","D",1
202412,"De Coquimbo","Coquimbo","Mujer","35 a 39 años","Extranjera","Carga","A",8
202412,"De La Araucanía","Pitrufquén","Mujer","55 a 59 años","Extranjera","Titular","B",2
202412,"De Los Lagos","Queilén","Hombre","10 a 14 años","Chilena","Carga","D",6
202412,"De La Araucanía","Curacautín","Hombre","15 a 19 años","Extranjera","Titular","A",4
202412,"Del Maule","San Clemente","Hombre","70 a 74 años","Extranjera","Titular","D",2
202412,"Metropolitana De Santiago","Colina","Mujer","S.I.","Chilena","Titular","D",1
202412,"Desconocida","Desconocida","Hombre","35 a 39 años","Chilena","Carga","D",2
202412,"De La Araucanía","Perquenco","Mujer","25 a 29 años","Extranjera","Titular","A",1
202412,"De Magallanes Y De La Antártica Chilena","Natales","Hombre","65 a 69 años","Chilena","Carga","B",2
202412,"Del Libertador General Bernardo O'Higgins","San Fernando","Mujer","S.I.","Extranjera","Titular","B",1
202412,"Del Bíobío","Yumbel","Hombre","10 a 14 años","Extranjera","Titular","A",3
202412,"De Valparaíso","Viña Del Mar","Mujer","75 a 79 años","Extranjera","Titular","C",6
202412,"De Tarapacá","Alto Hospicio","Indeterminado","40 a 44 años","Extranjera","Titular","A",1
202412,"Del Maule","Yerbas Buenas","Mujer","15 a 19 años","Chilena","Carga","A",4
202412,"Del Bíobío","San Rosendo","Mujer","45 a 49 años","Chilena","Carga","D",5
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Tortel","Hombre","35 a 39 años","Chilena","Titular","D",1
202412,"De Coquimbo","La Serena","Hombre","70 a 74 años","Extranjera","Carga","B",1
202412,"De La Araucanía","Teodoro Schmidt","Hombre","45 a 49 años","Chilena","Carga","C",1
202412,"De Ñuble","San Nicolás","Hombre","45 a 49 años","Chilena","Carga","D",2
202412,"De Los Lagos","Fresia","Hombre","20 a 24 años","Extranjera","Titular","D",1
202412,"De Valparaíso","Putaendo","Mujer","30 a 34 años","Extranjera","Titular","D",8
202412,"De Los Lagos","Frutillar","Hombre","25 a 29 años","Chilena","Carga","A",1
202412,"De Los Ríos","Máfil","Hombre","10 a 14 años","Extranjera","Titular","A",3
202412,"De La Araucanía","Padre Las Casas","Hombre","05 a 09 años","Extranjera","Carga","C",2
202412,"De La Araucanía","Teodoro Schmidt","Mujer","35 a 39 años","Extranjera","Titular","A",1
202412,"De Valparaíso","Isla De Pascua","Mujer","65 a 69 años","Chilena","Carga","D",7
202412,"Metropolitana De Santiago","Colina","Mujer","50 a 54 años","Extranjera","Carga","C",2
202412,"Metropolitana De Santiago","Quilicura","Mujer","05 a 09 años","Chilena","Titular","D",1
202412,"Del Bíobío","Antuco","Mujer","30 a 34 años","Chilena","Carga","B",3
202412,"De La Araucanía","Villarrica","Hombre","55 a 59 años","Chilena","Carga","C",1
202412,"Metropolitana De Santiago","Buin","Hombre","45 a 49 años","Chilena","Carga","D",1
202412,"Metropolitana De Santiago","María Pinto","Mujer","35 a 39 años","Extranjera","Titular","D",1
202412,"De Valparaíso","San Esteban","Mujer","70 a 74 años","Extranjera","Titular","A",4
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Coyhaique","Hombre","20 a 24 años","Extranjera","Carga","D",1
202412,"Del Libertador General Bernardo O'Higgins","Paredones","Mujer","65 a 69 años","Chilena","Carga","C",7
202412,"Del Bíobío","Coronel","Hombre","40 a 44 años","Extranjera","Carga","B",1
202412,"Metropolitana De Santiago","La Florida","Hombre","65 a 69 años","Extranjera","Carga","B",1
202412,"Del Bíobío","Lota","Hombre","60 a 64 años","Chilena","Carga","B",2
202412,"De Coquimbo","La Serena","Mujer","75 a 79 años","Extranjera","Carga","D",2
