"MES_INFORMACION","REGIÓN","COMUNA","SEXO","EDAD_TRAMO","NACIONALIDAD","TITULAR_CARGA","TRAMO","BENEFICIARIOS"
202412,"De Los Lagos","Los Muermos","Hombre","10 a 14 años","Chilena","Carga","C",67
202412,"De Coquimbo","Canela","Hombre","55 a 59 años","Chilena","Titular","C",52
202412,"Metropolitana De Santiago","La Pintana","Mujer","45 a 49 años","Extranjera","Titular","D",44
202412,"Del Bíobío","Santa Bárbara","Mujer","15 a 19 años","Chilena","Carga","D",71
202412,"De Los Ríos","Máfil","Hombre","65 a 69 años","Chilena","Titular","B",142
202412,"Metropolitana De Santiago","Pirque","Hombre","40 a 44 años","Chilena","Carga","B",5
202412,"De Ñuble","Ñiquén","Hombre","70 a 74 años","Chilena","Titular","B",258
202412,"De Ñuble","Ñiquén","Mujer","80 a más años","Chilena","Titular","B",296
202412,"Metropolitana De Santiago","Pedro Aguirre Cerda","Hombre","15 a 19 años","Extranjera","Carga","A",51
202412,"Del Bíobío","Lebu","Hombre","35 a 39 años","Extranjera","Titular","A",19
202412,"De Ñuble","Chillán","Mujer","15 a 19 años","Extranjera","Carga","C",28
202412,"De Los Ríos","Valdivia","Hombre","25 a 29 años","Chilena","Carga","D",98
202412,"De Coquimbo","Salamanca","Hombre","20 a 24 años","Chilena","Titular","D",210
202412,"Metropolitana De Santiago","San Miguel","Mujer","60 a 64 años","Extranjera","Titular","D",84
202412,"De Valparaíso","Calle Larga","Hombre","20 a 24 años","Chilena","Carga","D",28
202412,"De Los Lagos","Puerto Montt","Mujer","15 a 19 años","Extranjera","Carga","B",55
202412,"Del Bíobío","Penco","Hombre","15 a 19 años","Chilena","Titular","C",36
202412,"De Ñuble","Chillán","Hombre","15 a 19 años","Extranjera","Carga","D",17
202412,"De Ñuble","Chillán","Mujer","45 a 49 años","Chilena","Carga","C",141
202412,"Del Libertador General Bernardo O'Higgins","Doñihue","Mujer","20 a 24 años","Chilena","Carga","C",51
202412,"De Los Lagos","Dalcahue","Mujer","10 a 14 años","Chilena","Carga","D",58
202412,"De Valparaíso","Cartagena","Mujer","25 a 29 años","Chilena","Titular","A",208
202412,"De Los Ríos","Mariquina","Hombre","35 a 39 años","Chilena","Titular","B",228
202412,"De Arica Y Parinacota","Arica","Hombre","10 a 14 años","Chilena","Titular","B",103
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Cisnes","Hombre","20 a 24 años","Chilena","Titular","B",46
202412,"De Coquimbo","Vicuña","Mujer","30 a 34 años","Extranjera","Titular","B",45
202412,"De Coquimbo","Vicuña","Hombre","05 a 09 años","Chilena","Titular","A",272
202412,"De La Araucanía","Galvarino","Hombre","35 a 39 años","Chilena","Titular","D",80
202412,"Del Bíobío","Los Ángeles","Mujer","05 a 09 años","Chilena","Carga","A",368
202412,"Del Maule","Teno","Hombre","35 a 39 años","Extranjera","Titular","D",18
202412,"De Coquimbo","Coquimbo","Hombre","20 a 24 años","Extranjera","Carga","A",10
202412,"Del Bíobío","Curanilahue","Mujer","35 a 39 años","Chilena","Titular","C",139
202412,"Desconocida","Desconocida","Mujer","30 a 34 años","Extranjera","Carga","D",3
202412,"Metropolitana De Santiago","Buin","Mujer","60 a 64 años","Chilena","Titular","D",322
202412,"Del Maule","Teno","Hombre","75 a 79 años","Chilena","Titular","C",45
202412,"Metropolitana De Santiago","Alhué","Hombre","25 a 29 años","Extranjera","Titular","A",17
202412,"De La Araucanía","Pucón","Mujer","65 a 69 años","Extranjera","Titular","B",4
202412,"De Coquimbo","Vicuña","Mujer","50 a 54 años","Chilena","Titular","B",297
202412,"Del Bíobío","Mulchén","Hombre","15 a 19 años","Chilena","Carga","D",111
202412,"Del Libertador General Bernardo O'Higgins","Coltauco","Hombre","00 a 4 años","Chilena","Titular","B",1
202412,"Del Libertador General Bernardo O'Higgins","Graneros","Mujer","50 a 54 años","Extranjera","Titular","A",13
202412,"De Los Lagos","Futaleufú","Hombre","35 a 39 años","Chilena","Titular","A",14
202412,"De Coquimbo","Los Vilos","Hombre","00 a 4 años","Extranjera","Titular","A",17
202412,"De Tarapacá","Alto Hospicio","Mujer","75 a 79 años","Extranjera","Titular","B",26
202412,"De Ñuble","Ranquil","Hombre","25 a 29 años","Chilena","Titular","B",50
202412,"Metropolitana De Santiago","Conchalí","Mujer","50 a 54 años","Chilena","Carga","D",153
202412,"Del Maule","Pelluhue","Hombre","30 a 34 años","Chilena","Titular","D",63
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Coyhaique","Mujer","00 a 4 años","Chilena","Carga","D",269
202412,"De Los Ríos","Lago Ranco","Mujer","25 a 29 años","Chilena","Titular","B",164
202412,"Metropolitana De Santiago","Pedro Aguirre Cerda","Mujer","55 a 59 años","Chilena","Carga","C",71
202412,"De Coquimbo","Canela","Hombre","50 a 54 años","Chilena","Titular","B",106
202412,"Metropolitana De Santiago","Lo Prado","Hombre","45 a 49 años","Extranjera","Titular","B",199
202412,"De Los Ríos","Río Bueno","Mujer","10 a 14 años","Chilena","Carga","A",17
202412,"Metropolitana De Santiago","San Miguel","Hombre","00 a 4 años","Chilena","Titular","A",341
202412,"De La Araucanía","Toltén","Hombre","30 a 34 años","Chilena","Titular","D",76
202412,"De Valparaíso","Nogales","Mujer","10 a 14 años","Chilena","Carga","D",160
202412,"De Valparaíso","Llaillay","Mujer","30 a 34 años","Chilena","Titular","B",318
202412,"Metropolitana De Santiago","Peñaflor","Mujer","75 a 79 años","Chilena","Carga","C",5
202412,"De Valparaíso","Puchuncaví","Hombre","35 a 39 años","Extranjera","Titular","C",16
202412,"Metropolitana De Santiago","La Cisterna","Mujer","30 a 34 años","Chilena","Titular","A",248
202412,"Del Bíobío","Lota","Mujer","15 a 19 años","Chilena","Titular","B",68
202412,"De La Araucanía","Renaico","Mujer","55 a 59 años","Chilena","Titular","D",39
202412,"Metropolitana De Santiago","Cerrillos","Hombre","25 a 29 años","Extranjera","Titular","D",109
202412,"Del Maule","Río Claro","Hombre","20 a 24 años","Chilena","Carga","B",9
202412,"De Coquimbo","La Higuera","Mujer","05 a 09 años","Extranjera","Titular","A",4
202412,"Metropolitana De Santiago","Las Condes","Hombre","30 a 34 años","Extranjera","Titular","A",46
202412,"Metropolitana De Santiago","El Bosque","Mujer","20 a 24 años","Extranjera","Titular","C",62
202412,"Metropolitana De Santiago","Melipilla","Mujer","20 a 24 años","Extranjera","Carga","A",37
202412,"De Los Lagos","Los Muermos","Mujer","30 a 34 años","Chilena","Titular","D",174
202412,"Metropolitana De Santiago","Providencia","Mujer","55 a 59 años","Extranjera","Titular","D",131
202412,"De Coquimbo","Monte Patria","Hombre","60 a 64 años","Chilena","Titular","A",123
202412,"Del Maule","San Clemente","Mujer","10 a 14 años","Chilena","Carga","B",226
202412,"De Valparaíso","Santo Domingo","Hombre","50 a 54 años","Chilena","Titular","D",114
202412,"Del Bíobío","Lebu","Mujer","05 a 09 años","Chilena","Carga","D",61
202412,"Del Libertador General Bernardo O'Higgins","Peumo","Hombre","00 a 4 años","Chilena","Carga","B",95
202412,"Del Maule","Curepto","Mujer","15 a 19 años","Chilena","Titular","A",97
202412,"Del Libertador General Bernardo O'Higgins","Mostazal","Mujer","55 a 59 años","Chilena","Titular","A",75
202412,"De Valparaíso","Zapallar","Hombre","50 a 54 años","Chilena","Titular","D",84
202412,"Metropolitana De Santiago","Peñalolén","Mujer","65 a 69 años","Extranjera","Titular","C",34
202412,"De Coquimbo","Combarbalá","Hombre","45 a 49 años","Chilena","Titular","B",127
202412,"Metropolitana De Santiago","Huechuraba","Mujer","15 a 19 años","Extranjera","Carga","D",28
202412,"Metropolitana De Santiago","Providencia","Mujer","05 a 09 años","Chilena","Carga","A",58
202412,"De Los Lagos","Puerto Montt","Mujer","75 a 79 años","Chilena","Carga","D",20
202412,"De Atacama","Copiapó","Hombre","20 a 24 años","Extranjera","Titular","C",105
202412,"Del Bíobío","Negrete","Mujer","00 a 4 años","Chilena","Titular","A",93
202412,"Metropolitana De Santiago","Pudahuel","Mujer","55 a 59 años","Extranjera","Titular","D",58
202412,"Del Maule","Río Claro","Hombre","15 a 19 años","Chilena","Carga","C",23
202412,"Metropolitana De Santiago","La Cisterna","Mujer","60 a 64 años","Extranjera","Titular","B",86
202412,"Del Bíobío","San Pedro De La Paz","Hombre","50 a 54 años","Extranjera","Titular","A",41
202412,"De Coquimbo","La Serena","Mujer","50 a 54 años","Chilena","Carga","A",6
202412,"De Coquimbo","La Serena","Hombre","00 a 4 años","Extranjera","Carga","B",5
202412,"De Valparaíso","Rinconada","Mujer","10 a 14 años","Chilena","Carga","B",85
202412,"De Valparaíso","Calle Larga","Mujer","20 a 24 años","Chilena","Titular","A",55
202412,"De La Araucanía","Teodoro Schmidt","Mujer","55 a 59 años","Chilena","Carga","D",12
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Aysén","Mujer","50 a 54 años","Chilena","Titular","D",144
202412,"De Valparaíso","Algarrobo","Mujer","05 a 09 años","Chilena","Carga","C",79
202412,"De La Araucanía","Lonquimay","Mujer","80 a más años","Chilena","Titular","B",192
202412,"De La Araucanía","Collipulli","Hombre","60 a 64 años","Chilena","Titular","B",255
202412,"De Coquimbo","Combarbalá","Mujer","40 a 44 años","Chilena","Titular","C",35
202412,"De Valparaíso","Valparaíso","Hombre","40 a 44 años","Extranjera","Titular","A",146
202412,"De Valparaíso","San Antonio","Mujer","35 a 39 años","Extranjera","Titular","B",135
202412,"Del Maule","Constitución","Mujer","05 a 09 años","Chilena","Carga","D",217
202412,"De Ñuble","Ñiquén","Mujer","55 a 59 años","Chilena","Carga","D",8
202412,"De Los Ríos","Paillaco","Hombre","00 a 4 años","Chilena","Carga","A",10
202412,"De Valparaíso","Quintero","Mujer","55 a 59 años","Chilena","Carga","B",55
202412,"De Coquimbo","Punitaqui","Mujer","10 a 14 años","Chilena","Carga","C",63
202412,"De Los Lagos","Purranque","Hombre","25 a 29 años","Chilena","Titular","A",35
202412,"Metropolitana De Santiago","San Pedro","Hombre","50 a 54 años","Extranjera","Titular","B",10
202412,"Del Maule","Yerbas Buenas","Mujer","70 a 74 años","Chilena","Carga","C",4
202412,"De Atacama","Tierra Amarilla","Hombre","15 a 19 años","Extranjera","Carga","A",7
202412,"Del Maule","Longaví","Hombre","65 a 69 años","Chilena","Titular","A",85
202412,"De Ñuble","Quillón","Mujer","35 a 39 años","Chilena","Carga","C",17
202412,"De Valparaíso","Zapallar","Mujer","60 a 64 años","Chilena","Titular","B",141
202412,"Del Bíobío","Nacimiento","Mujer","60 a 64 años","Chilena","Titular","C",64
202412,"De La Araucanía","Cholchol","Hombre","45 a 49 años","Chilena","Titular","C",63
202412,"Metropolitana De Santiago","Pudahuel","Mujer","15 a 19 años","Extranjera","Carga","D",51
202412,"Metropolitana De Santiago","Vitacura","Hombre","10 a 14 años","Chilena","Titular","A",60
202412,"De Antofagasta","María Elena","Mujer","70 a 74 años","Chilena","Titular","B",17
202412,"Metropolitana De Santiago","Providencia","Mujer","60 a 64 años","Chilena","Titular","A",154
202412,"De Tarapacá","Huara","Mujer","50 a 54 años","Extranjera","Titular","A",12
202412,"De Los Lagos","Castro","Hombre","30 a 34 años","Chilena","Titular","C",393
202412,"De Valparaíso","El Tabo","Mujer","20 a 24 años","Chilena","Carga","B",34
202412,"De Valparaíso","Quintero","Hombre","15 a 19 años","Chilena","Titular","A",323
202412,"De Coquimbo","Los Vilos","Mujer","40 a 44 años","Chilena","Carga","C",9
202412,"De Los Lagos","Puerto Octay","Mujer","10 a 14 años","Extranjera","Titular","A",7
202412,"Del Maule","Maule","Mujer","55 a 59 años","Chilena","Titular","D",132
202412,"De Ñuble","Pemuco","Mujer","65 a 69 años","Chilena","Titular","A",36
202412,"Del Libertador General Bernardo O'Higgins","Codegua","Mujer","45 a 49 años","Chilena","Titular","C",104
202412,"De La Araucanía","Lautaro","Hombre","30 a 34 años","Chilena","Titular","A",101
202412,"De Ñuble","Coihueco","Hombre","20 a 24 años","Chilena","Titular","A",106
202412,"De Valparaíso","Casablanca","Mujer","30 a 34 años","Chilena","Carga","B",5
202412,"Metropolitana De Santiago","Las Condes","Hombre","25 a 29 años","Chilena","Carga","B",79
202412,"De Valparaíso","San Esteban","Mujer","60 a 64 años","Chilena","Titular","A",48
202412,"Del Maule","Teno","Hombre","05 a 09 años","Chilena","Carga","D",156
202412,"Del Maule","Maule","Hombre","00 a 4 años","Chilena","Carga","A",72
202412,"De Valparaíso","La Cruz","Hombre","35 a 39 años","Extranjera","Titular","C",25
202412,"Del Bíobío","Alto Biobío","Mujer","70 a 74 años","Chilena","Titular","B",60
202412,"Metropolitana De Santiago","Independencia","Mujer","65 a 69 años","Chilena","Titular","A",97
202412,"De Valparaíso","Concón","Hombre","45 a 49 años","Extranjera","Titular","D",54
202412,"Metropolitana De Santiago","Cerrillos","Mujer","10 a 14 años","Extranjera","Carga","D",45
202412,"De La Araucanía","Collipulli","Mujer","65 a 69 años","Chilena","Titular","A",51
202412,"Del Libertador General Bernardo O'Higgins","Las Cabras","Mujer","45 a 49 años","Chilena","Carga","B",48
202412,"De Magallanes Y De La Antártica Chilena","Punta Arenas","Mujer","25 a 29 años","Extranjera","Titular","C",136
202412,"Del Maule","Parral","Mujer","20 a 24 años","Extranjera","Titular","A",25
202412,"De Ñuble","Yungay","Hombre","05 a 09 años","Chilena","Carga","B",87
202412,"Del Bíobío","Florida","Mujer","40 a 44 años","Chilena","Titular","A",76
202412,"De Valparaíso","La Cruz","Mujer","40 a 44 años","Chilena","Titular","A",85
202412,"De Ñuble","Ranquil","Hombre","55 a 59 años","Chilena","Titular","D",64
202412,"Metropolitana De Santiago","Conchalí","Mujer","55 a 59 años","Extranjera","Carga","C",4
202412,"Metropolitana De Santiago","El Monte","Mujer","05 a 09 años","Chilena","Carga","D",233
202412,"De Los Ríos","La Unión","Mujer","15 a 19 años","Chilena","Titular","B",156
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Chile Chico","Mujer","35 a 39 años","Chilena","Titular","D",41
202412,"De Arica Y Parinacota","Arica","Mujer","25 a 29 años","Extranjera","Carga","D",6
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Aysén","Mujer","55 a 59 años","Chilena","Titular","C",83
202412,"Metropolitana De Santiago","Lampa","Hombre","15 a 19 años","Extranjera","Carga","B",33
202412,"Del Libertador General Bernardo O'Higgins","Malloa","Hombre","05 a 09 años","Chilena","Carga","B",113
202412,"Del Libertador General Bernardo O'Higgins","Marchihue","Hombre","65 a 69 años","Chilena","Titular","B",103
202412,"Del Maule","Vichuquén","Mujer","75 a 79 años","Chilena","Titular","B",70
202412,"Del Libertador General Bernardo O'Higgins","Las Cabras","Hombre","45 a 49 años","Chilena","Titular","A",36
202412,"De Valparaíso","Calle Larga","Mujer","50 a 54 años","Chilena","Carga","D",25
202412,"Metropolitana De Santiago","Lo Barnechea","Mujer","20 a 24 años","Chilena","Titular","C",157
202412,"Del Bíobío","Florida","Hombre","20 a 24 años","Chilena","Titular","C",63
202412,"De La Araucanía","Cholchol","Hombre","05 a 09 años","Chilena","Carga","B",69
202412,"Del Libertador General Bernardo O'Higgins","Las Cabras","Mujer","40 a 44 años","Chilena","Titular","C",128
202412,"De Los Lagos","Los Muermos","Mujer","40 a 44 años","Chilena","Titular","C",90
202412,"De La Araucanía","Pucón","Hombre","30 a 34 años","Extranjera","Titular","C",35
202412,"Del Maule","Curicó","Mujer","55 a 59 años","Extranjera","Titular","C",48
202412,"Del Maule","Retiro","Mujer","00 a 4 años","Chilena","Carga","B",166
202412,"De Los Ríos","Futrono","Mujer","80 a más años","Chilena","Titular","C",8
202412,"Metropolitana De Santiago","La Florida","Mujer","65 a 69 años","Extranjera","Carga","D",12
202412,"De Ñuble","San Nicolás","Mujer","10 a 14 años","Chilena","Carga","C",57
202412,"De Valparaíso","Isla De Pascua","Mujer","35 a 39 años","Chilena","Titular","D",61
202412,"Metropolitana De Santiago","Maipú","Hombre","55 a 59 años","Extranjera","Titular","D",137
202412,"De Ñuble","Pinto","Mujer","40 a 44 años","Chilena","Titular","A",109
202412,"De La Araucanía","Temuco","Hombre","S.I.","Chilena","Carga","D",1
202412,"De Los Lagos","Calbuco","Hombre","10 a 14 años","Chilena","Carga","C",81
202412,"De Ñuble","Quillón","Hombre","65 a 69 años","Extranjera","Titular","A",1
202412,"De Valparaíso","Quintero","Hombre","80 a más años","Chilena","Titular","D",81
202412,"Metropolitana De Santiago","Melipilla","Mujer","65 a 69 años","Chilena","Carga","D",123
202412,"De Valparaíso","Panquehue","Hombre","10 a 14 años","Chilena","Carga","B",72
202412,"Del Libertador General Bernardo O'Higgins","Pichidegua","Mujer","70 a 74 años","Chilena","Carga","B",52
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Río Ibáñez","Hombre","55 a 59 años","Chilena","Titular","B",18
202412,"De Los Lagos","Los Muermos","Hombre","15 a 19 años","Chilena","Titular","B",40
202412,"De Valparaíso","Santa María","Mujer","40 a 44 años","Chilena","Carga","D",4
202412,"De Valparaíso","Isla De Pascua","Mujer","30 a 34 años","Chilena","Titular","C",30
202412,"De La Araucanía","Carahue","Hombre","25 a 29 años","Chilena","Titular","C",151
202412,"De Los Lagos","Dalcahue","Mujer","50 a 54 años","Chilena","Carga","C",9
202412,"De Valparaíso","Algarrobo","Hombre","25 a 29 años","Chilena","Titular","D",144
202412,"De Los Ríos","Río Bueno","Mujer","50 a 54 años","Chilena","Titular","C",152
202412,"Del Bíobío","Nacimiento","Mujer","00 a 4 años","Chilena","Carga","B",131
202412,"Del Bíobío","Cañete","Mujer","55 a 59 años","Chilena","Carga","B",60
202412,"Del Bíobío","Coronel","Mujer","15 a 19 años","Chilena","Titular","B",192
202412,"De La Araucanía","Perquenco","Mujer","15 a 19 años","Chilena","Carga","B",26
202412,"Metropolitana De Santiago","San Miguel","Hombre","80 a más años","Chilena","Titular","A",13
202412,"De Ñuble","San Ignacio","Mujer","00 a 4 años","Chilena","Titular","A",105
202412,"Metropolitana De Santiago","Padre Hurtado","Hombre","10 a 14 años","Chilena","Carga","A",152
202412,"De La Araucanía","Padre Las Casas","Mujer","30 a 34 años","Extranjera","Carga","A",1
202412,"De La Araucanía","Teodoro Schmidt","Hombre","80 a más años","Chilena","Titular","D",5
202412,"De Los Ríos","Río Bueno","Mujer","20 a 24 años","Chilena","Titular","D",74
202412,"De Coquimbo","Salamanca","Mujer","15 a 19 años","Chilena","Carga","B",120
202412,"De La Araucanía","Temuco","Mujer","80 a más años","Chilena","Carga","B",38
202412,"Del Bíobío","Florida","Mujer","65 a 69 años","Chilena","Titular","C",11
202412,"Del Libertador General Bernardo O'Higgins","Machalí","Mujer","70 a 74 años","Chilena","Titular","D",43
202412,"De La Araucanía","Traiguén","Mujer","70 a 74 años","Chilena","Titular","B",289
202412,"Del Maule","Río Claro","Mujer","30 a 34 años","Chilena","Titular","D",149
202412,"Metropolitana De Santiago","Alhué","Hombre","20 a 24 años","Extranjera","Titular","B",52
202412,"De Atacama","Freirina","Mujer","05 a 09 años","Chilena","Carga","D",62
202412,"De Coquimbo","La Serena","Hombre","70 a 74 años","Chilena","Titular","A",62
202412,"De Valparaíso","Isla De Pascua","Hombre","55 a 59 años","Chilena","Titular","D",32
202412,"De Valparaíso","Olmué","Hombre","50 a 54 años","Extranjera","Titular","D",5
202412,"De Los Lagos","Fresia","Hombre","60 a 64 años","Chilena","Titular","B",167
202412,"De La Araucanía","Gorbea","Hombre","10 a 14 años","Chilena","Titular","A",181
202412,"De Los Ríos","La Unión","Hombre","10 a 14 años","Extranjera","Titular","A",2
202412,"De Valparaíso","Quintero","Mujer","55 a 59 años","Chilena","Carga","C",24
202412,"De Atacama","Vallenar","Mujer","70 a 74 años","Chilena","Carga","B",51
202412,"De La Araucanía","Victoria","Hombre","00 a 4 años","Chilena","Carga","C",118
202412,"Del Bíobío","Concepción","Mujer","45 a 49 años","Extranjera","Titular","C",138
202412,"Metropolitana De Santiago","María Pinto","Mujer","60 a 64 años","Chilena","Carga","B",49
202412,"De Valparaíso","Santa María","Mujer","55 a 59 años","Chilena","Titular","A",54
202412,"Metropolitana De Santiago","San José De Maipo","Hombre","30 a 34 años","Chilena","Titular","B",140
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Aysén","Mujer","35 a 39 años","Extranjera","Titular","B",16
202412,"De La Araucanía","Lautaro","Hombre","00 a 4 años","Chilena","Carga","C",172
202412,"De Los Ríos","La Unión","Mujer","15 a 19 años","Chilena","Carga","C",119
202412,"Del Libertador General Bernardo O'Higgins","La Estrella","Mujer","10 a 14 años","Chilena","Carga","C",28
202412,"De Valparaíso","Valparaíso","Hombre","65 a 69 años","Extranjera","Titular","D",16
202412,"De Tarapacá","Alto Hospicio","Hombre","55 a 59 años","Extranjera","Titular","D",88
202412,"De Tarapacá","Alto Hospicio","Mujer","80 a más años","Chilena","Titular","D",19
202412,"Del Bíobío","Cañete","Mujer","35 a 39 años","Chilena","Titular","C",127
202412,"De Ñuble","Ninhue","Hombre","80 a más años","Chilena","Titular","C",3
202412,"De Valparaíso","Algarrobo","Hombre","35 a 39 años","Extranjera","Titular","D",15
202412,"Del Libertador General Bernardo O'Higgins","Santa Cruz","Mujer","40 a 44 años","Extranjera","Titular","D",17
202412,"De Valparaíso","San Antonio","Hombre","25 a 29 años","Chilena","Titular","A",159
202412,"De Tarapacá","Iquique","Mujer","15 a 19 años","Extranjera","Titular","B",43
202412,"Metropolitana De Santiago","Peñaflor","Hombre","75 a 79 años","Chilena","Titular","A",6
202412,"Metropolitana De Santiago","Las Condes","Hombre","20 a 24 años","Chilena","Carga","D",224
202412,"Del Bíobío","Lebu","Hombre","15 a 19 años","Chilena","Titular","B",39
202412,"De Valparaíso","Hijuelas","Hombre","15 a 19 años","Chilena","Titular","B",41
202412,"De Coquimbo","La Serena","Mujer","10 a 14 años","Chilena","Titular","B",85
202412,"De Los Ríos","Río Bueno","Mujer","05 a 09 años","Chilena","Carga","C",107
202412,"Metropolitana De Santiago","Providencia","Hombre","15 a 19 años","Extranjera","Carga","B",24
202412,"Del Libertador General Bernardo O'Higgins","Coinco","Mujer","45 a 49 años","Chilena","Titular","D",16
202412,"Del Libertador General Bernardo O'Higgins","Pumanque","Mujer","60 a 64 años","Chilena","Carga","B",17
202412,"De Los Lagos","Puerto Montt","Hombre","10 a 14 años","Extranjera","Carga","D",89
202412,"Del Libertador General Bernardo O'Higgins","Pichilemu","Hombre","25 a 29 años","Chilena","Titular","B",141
202412,"De Los Lagos","Río Negro","Hombre","40 a 44 años","Chilena","Titular","D",175
202412,"Metropolitana De Santiago","Puente Alto","Hombre","10 a 14 años","Extranjera","Carga","A",211
202412,"De Valparaíso","Viña Del Mar","Mujer","00 a 4 años","Extranjera","Carga","A",102
202412,"Del Bíobío","Arauco","Hombre","20 a 24 años","Extranjera","Titular","D",2
202412,"De La Araucanía","Traiguén","Mujer","00 a 4 años","Chilena","Carga","B",91
202412,"De Los Lagos","Frutillar","Hombre","55 a 59 años","Chilena","Titular","A",78
202412,"Metropolitana De Santiago","Melipilla","Mujer","45 a 49 años","Extranjera","Titular","C",47
202412,"Metropolitana De Santiago","María Pinto","Hombre","20 a 24 años","Chilena","Carga","B",29
202412,"Metropolitana De Santiago","Padre Hurtado","Hombre","20 a 24 años","Chilena","Titular","A",159
202412,"Metropolitana De Santiago","Curacaví","Mujer","40 a 44 años","Extranjera","Titular","C",15
202412,"Del Libertador General Bernardo O'Higgins","Rancagua","Mujer","35 a 39 años","Extranjera","Carga","D",7
202412,"De Los Lagos","Futaleufú","Hombre","10 a 14 años","Chilena","Titular","A",22
202412,"Del Libertador General Bernardo O'Higgins","Olivar","Hombre","05 a 09 años","Chilena","Carga","C",55
202412,"Del Bíobío","Quilleco","Mujer","50 a 54 años","Chilena","Carga","D",30
202412,"Metropolitana De Santiago","Cerrillos","Mujer","20 a 24 años","Chilena","Carga","B",125
202412,"De La Araucanía","Collipulli","Hombre","40 a 44 años","Chilena","Titular","A",33
202412,"De Ñuble","San Ignacio","Mujer","45 a 49 años","Chilena","Titular","A",132
202412,"De Tarapacá","Pozo Almonte","Mujer","50 a 54 años","Chilena","Titular","D",76
202412,"Metropolitana De Santiago","Padre Hurtado","Mujer","35 a 39 años","Extranjera","Titular","C",91
202412,"De Arica Y Parinacota","Arica","Hombre","15 a 19 años","Extranjera","Carga","B",170
202412,"Del Libertador General Bernardo O'Higgins","Graneros","Hombre","05 a 09 años","Chilena","Carga","C",114
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Hombre","30 a 34 años","Extranjera","Titular","D",22
202412,"Metropolitana De Santiago","Padre Hurtado","Mujer","00 a 4 años","Extranjera","Titular","A",19
202412,"Del Bíobío","Tirúa","Mujer","00 a 4 años","Chilena","Carga","A",11
202412,"De Antofagasta","Calama","Hombre","35 a 39 años","Chilena","Titular","A",153
202412,"Del Bíobío","Hualpén","Hombre","25 a 29 años","Chilena","Titular","A",152
202412,"Del Maule","Pelluhue","Mujer","45 a 49 años","Chilena","Titular","C",27
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Mujer","35 a 39 años","Chilena","Titular","A",57
202412,"Metropolitana De Santiago","La Cisterna","Hombre","45 a 49 años","Extranjera","Titular","C",134
202412,"De Antofagasta","San Pedro De Atacama","Mujer","00 a 4 años","Chilena","Titular","A",46
202412,"De Valparaíso","Olmué","Hombre","05 a 09 años","Chilena","Carga","D",98
202412,"De La Araucanía","Purén","Hombre","60 a 64 años","Chilena","Titular","C",31
202412,"De Valparaíso","Concón","Hombre","15 a 19 años","Chilena","Titular","B",82
202412,"De La Araucanía","Cholchol","Mujer","60 a 64 años","Chilena","Titular","A",147
202412,"De Atacama","Freirina","Mujer","30 a 34 años","Chilena","Titular","B",133
202412,"Del Libertador General Bernardo O'Higgins","Chimbarongo","Hombre","10 a 14 años","Chilena","Carga","D",176
202412,"Del Libertador General Bernardo O'Higgins","Quinta De Tilcoco","Mujer","15 a 19 años","Chilena","Carga","B",93
202412,"Del Libertador General Bernardo O'Higgins","Rancagua","Hombre","50 a 54 años","Extranjera","Titular","B",172
202412,"Metropolitana De Santiago","Puente Alto","Hombre","25 a 29 años","Extranjera","Titular","D",225
202412,"Del Maule","Villa Alegre","Hombre","40 a 44 años","Chilena","Titular","B",215
202412,"De Ñuble","Pemuco","Mujer","35 a 39 años","Chilena","Titular","C",41
202412,"De Antofagasta","Taltal","Hombre","10 a 14 años","Extranjera","Carga","B",5
202412,"De Ñuble","Ñiquén","Mujer","50 a 54 años","Chilena","Titular","C",43
202412,"Del Libertador General Bernardo O'Higgins","Graneros","Hombre","10 a 14 años","Chilena","Carga","D",159
202412,"Del Bíobío","Nacimiento","Hombre","15 a 19 años","Chilena","Titular","B",97
202412,"Del Maule","Teno","Mujer","50 a 54 años","Chilena","Carga","B",57
202412,"De Ñuble","Quillón","Hombre","00 a 4 años","Chilena","Carga","A",29
202412,"Del Libertador General Bernardo O'Higgins","Graneros","Hombre","50 a 54 años","Extranjera","Titular","B",27
202412,"Metropolitana De Santiago","Peñaflor","Mujer","15 a 19 años","Chilena","Titular","B",176
202412,"Del Maule","Río Claro","Hombre","45 a 49 años","Chilena","Titular","D",132
202412,"De La Araucanía","Pitrufquén","Hombre","20 a 24 años","Chilena","Carga","D",50
202412,"De Ñuble","Bulnes","Hombre","70 a 74 años","Chilena","Titular","D",62
202412,"De Coquimbo","Vicuña","Mujer","00 a 4 años","Chilena","Carga","B",146
202412,"De Los Lagos","Chonchi","Hombre","20 a 24 años","Chilena","Titular","C",107
202412,"Del Libertador General Bernardo O'Higgins","Quinta De Tilcoco","Mujer","45 a 49 años","Extranjera","Titular","C",6
