codigo_nacional;altura;año;mes;dia;t_min;t_max;nombre;latitud;longitud;zona_geografica;fecha;t_med
530005;25;2017;4;28;0,0;9,1;Fuentes Martínez, Porvenir Ad.;-53,25361;-70,32611;Litoral;2017-04-28;NA
530005;25;2017;4;29;4,2;9,6;Fuentes Martínez, Porvenir Ad.;-53,25361;-70,32611;Litoral;2017-04-29;NA
530005;25;2017;4;30;-0,1;9,1;Fuentes Martínez, Porvenir Ad.;-53,25361;-70,32611;Litoral;2017-04-30;NA
550001;15;2017;4;1;2,4;12,7;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-01;NA
550001;15;2017;4;2;6,0;12,7;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-02;NA
550001;15;2017;4;3;4,0;11,2;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-03;NA
550001;15;2017;4;4;6,7;7,9;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-04;NA
550001;15;2017;4;5;0,5;5,6;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-05;NA
550001;15;2017;4;6;1,9;7,5;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-06;NA
550001;15;2017;4;7;-2,1;13,3;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-07;NA
550001;15;2017;4;8;7,6;9,6;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-08;NA
550001;15;2017;4;9;2,3;12,3;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-09;NA
550001;15;2017;4;10;5,0;8,4;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-10;NA
550001;15;2017;4;11;4,2;11,5;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-11;NA
550001;15;2017;4;12;7,1;11,0;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-12;NA
550001;15;2017;4;13;4,7;11,0;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-13;NA
550001;15;2017;4;14;7,2;11,0;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-14;NA
550001;15;2017;4;15;8,8;15,2;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-15;NA
550001;15;2017;4;16;7,0;10,8;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-16;NA
550001;15;2017;4;17;0,1;9,6;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-17;NA
550001;15;2017;4;18;4,6;13,5;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-18;NA
550001;15;2017;4;19;5,1;14,3;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-19;NA
550001;15;2017;4;20;4,4;9,5;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-20;NA
550001;15;2017;4;21;3,0;6,8;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-21;NA
550001;15;2017;4;22;2,0;6,2;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-22;NA
550001;15;2017;4;23;-0,8;9,1;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-23;NA
550001;15;2017;4;24;0,8;9,6;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-24;NA
550001;15;2017;4;25;6,1;9,6;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-25;NA
550001;15;2017;4;26;5,4;8,0;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-26;NA
550001;15;2017;4;27;4,6;9,4;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-27;NA
550001;15;2017;4;28;1,1;6,8;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-28;NA
550001;15;2017;4;29;2,2;8,6;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-29;NA
550001;15;2017;4;30;0,4;10,5;Guardiamarina Zañartu, Pto Williams Ad.;-54,93167;-67,61556;Litoral;2017-04-30;NA
950001;45;2017;4;1;1,7;3,7;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-01;NA
950001;45;2017;4;2;0,4;1,8;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-02;NA
950001;45;2017;4;3;-0,5;0,6;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-03;NA
950001;45;2017;4;4;-3,5;-0,5;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-04;NA
950001;45;2017;4;5;-5,2;-0,2;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-05;NA
950001;45;2017;4;6;-1,9;-0,2;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-06;NA
950001;45;2017;4;7;-1,7;1,8;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-07;NA
950001;45;2017;4;8;1,1;3,1;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-08;NA
950001;45;2017;4;9;1,3;2,7;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-09;NA
950001;45;2017;4;10;-1,6;2,0;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-10;NA
950001;45;2017;4;11;-2,4;0,7;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-11;NA
950001;45;2017;4;12;-3,2;1,4;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-12;NA
950001;45;2017;4;13;-4,0;0,6;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-13;NA
950001;45;2017;4;14;-3,9;1,1;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-14;NA
950001;45;2017;4;15;0,2;1,9;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-15;NA
950001;45;2017;4;16;-1,5;0,7;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-16;NA
950001;45;2017;4;17;-0,2;1,6;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-17;NA
950001;45;2017;4;18;-0,1;2,0;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-18;NA
950001;45;2017;4;19;-10,7;3,0;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-19;NA
950001;45;2017;4;20;-12,6;-7,2;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-20;NA
950001;45;2017;4;21;-13,7;-10,4;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-21;NA
950001;45;2017;4;22;-10,1;-1,5;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-22;NA
950001;45;2017;4;23;-2,8;-1,0;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-23;NA
950001;45;2017;4;24;-2,3;-0,5;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-24;NA
950001;45;2017;4;25;-3,1;-0,6;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-25;NA
950001;45;2017;4;26;-6,7;-2,4;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-26;NA
950001;45;2017;4;27;-8,2;-6,4;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-27;NA
950001;45;2017;4;28;-6,8;-1,5;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-28;NA
950001;45;2017;4;29;-2,6;-1,5;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-29;NA
950001;45;2017;4;30;-4,0;-1,7;C.M.A. Eduardo Frei Montalva, Antártica;-62,19194;-58,97972;Litoral;2017-04-30;NA
180005;63;2018;4;1;19,9;23,9;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-01;NA
180005;63;2018;4;2;16,5;24,6;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-02;NA
180005;63;2018;4;3;17,0;25,0;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-03;NA
180005;63;2018;4;4;17,1;24,4;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-04;NA
180005;63;2018;4;5;16,2;23,8;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-05;NA
180005;63;2018;4;6;17,2;23,3;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-06;NA
180005;63;2018;4;7;16,0;23,3;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-07;NA
180005;63;2018;4;8;17,6;23,8;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-08;NA
180005;63;2018;4;9;16,3;23,2;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-09;NA
180005;63;2018;4;10;17,2;22,6;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-10;NA
180005;63;2018;4;11;16,6;23,4;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-11;NA
180005;63;2018;4;12;16,7;23,6;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-12;NA
180005;63;2018;4;13;18,1;23,9;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-13;NA
180005;63;2018;4;14;17,0;24,3;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-14;NA
180005;63;2018;4;15;16,9;23,4;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-15;NA
180005;63;2018;4;16;16,7;24,0;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-16;NA
180005;63;2018;4;17;19,7;24,7;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-17;NA
180005;63;2018;4;18;16,8;23,6;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-18;NA
180005;63;2018;4;19;16,2;23,5;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-19;NA
180005;63;2018;4;20;16,8;24,1;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-20;NA
180005;63;2018;4;21;16,1;23,6;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-21;NA
180005;63;2018;4;22;16,1;23,2;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-22;NA
180005;63;2018;4;23;16,4;23,5;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-23;NA
180005;63;2018;4;24;17,1;23,6;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-24;NA
180005;63;2018;4;25;17,5;22,8;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-25;NA
180005;63;2018;4;26;17,6;23,3;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-26;NA
180005;63;2018;4;27;19,1;23,1;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-27;NA
180005;63;2018;4;28;19,6;24,3;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-28;NA
180005;63;2018;4;29;16,7;23,2;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-29;NA
180005;63;2018;4;30;18,5;23,6;Chacalluta, Arica Ap.;-18,35555;-70,34028;Litoral;2018-04-30;NA
200006;52;2018;4;1;15,8;23,3;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-01;NA
200006;52;2018;4;2;17,7;24,5;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-02;NA
200006;52;2018;4;3;16,8;24,4;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-03;NA
200006;52;2018;4;4;17,4;23,1;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-04;NA
200006;52;2018;4;5;17,3;23,0;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-05;NA
200006;52;2018;4;6;16,3;23,2;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-06;NA
200006;52;2018;4;7;15,7;23,5;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-07;NA
200006;52;2018;4;8;15,2;23,4;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-08;NA
200006;52;2018;4;9;16,0;23,2;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-09;NA
200006;52;2018;4;10;17,7;24,5;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-10;NA
200006;52;2018;4;11;17,2;24,3;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-11;NA
200006;52;2018;4;12;16,1;23,7;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-12;NA
200006;52;2018;4;13;17,9;23,8;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-13;NA
200006;52;2018;4;14;17,7;24,0;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-14;NA
200006;52;2018;4;15;16,1;22,9;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-15;NA
200006;52;2018;4;16;15,6;23,1;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-16;NA
200006;52;2018;4;17;17,4;22,6;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-17;NA
200006;52;2018;4;18;16,2;23,9;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-18;NA
200006;52;2018;4;19;16,4;23,3;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-19;NA
200006;52;2018;4;20;16,9;25,1;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-20;NA
200006;52;2018;4;21;16,9;23,5;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-21;NA
200006;52;2018;4;22;17,6;23,5;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-22;NA
200006;52;2018;4;23;16,3;22,0;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-23;NA
200006;52;2018;4;24;19,0;22,2;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-24;NA
200006;52;2018;4;25;16,1;21,5;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-25;NA
200006;52;2018;4;26;17,2;22,1;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-26;NA
200006;52;2018;4;27;15,1;22,2;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-27;NA
200006;52;2018;4;28;18,0;22,5;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-28;NA
200006;52;2018;4;29;16,1;22,2;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-29;NA
200006;52;2018;4;30;19,0;22,4;Diego Aracena Iquique Ap.;-20,54917;-70,18111;Litoral;2018-04-30;NA
220002;2293;2018;4;1;5,1;23,2;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-01;NA
220002;2293;2018;4;2;2,8;21,9;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-02;NA
220002;2293;2018;4;3;0,9;21,8;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-03;NA
220002;2293;2018;4;4;1,3;21,5;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-04;NA
220002;2293;2018;4;5;0,9;22,1;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-05;NA
220002;2293;2018;4;6;2,1;21,5;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-06;NA
220002;2293;2018;4;7;1,8;22,9;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-07;NA
220002;2293;2018;4;8;3,2;23,2;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-08;NA
220002;2293;2018;4;9;3,1;22,6;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-09;NA
220002;2293;2018;4;10;2,7;20,6;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-10;NA
220002;2293;2018;4;11;5,4;23,6;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-11;NA
220002;2293;2018;4;12;4,3;24,0;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-12;NA
220002;2293;2018;4;13;5,1;22,5;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-13;NA
220002;2293;2018;4;14;5,8;24,2;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-14;NA
220002;2293;2018;4;15;6,1;23,3;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-15;NA
220002;2293;2018;4;16;3,4;23,4;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-16;NA
220002;2293;2018;4;17;5,2;23,0;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-17;NA
220002;2293;2018;4;18;5,0;24,0;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-18;NA
220002;2293;2018;4;19;6,1;22,3;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-19;NA
220002;2293;2018;4;20;5,1;22,8;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-20;NA
220002;2293;2018;4;21;5,7;22,5;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-21;NA
220002;2293;2018;4;22;8,1;22,9;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-22;NA
220002;2293;2018;4;23;5,5;23,4;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-23;NA
220002;2293;2018;4;24;3,8;25,2;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-24;NA
220002;2293;2018;4;25;5,8;22,6;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-25;NA
220002;2293;2018;4;26;10,4;23,2;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-26;NA
220002;2293;2018;4;27;6,8;25,0;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-27;NA
220002;2293;2018;4;28;4,7;24,5;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-28;NA
220002;2293;2018;4;29;5,8;24,9;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-29;NA
220002;2293;2018;4;30;4,4;26,5;El Loa, Calama Ad.;-22,49806;-68,89250;PreCordillera;2018-04-30;NA
230001;113;2018;4;1;16,0;22,1;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-01;NA
230001;113;2018;4;2;15,8;22,1;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-02;NA
230001;113;2018;4;3;15,1;20,6;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-03;NA
230001;113;2018;4;4;15,1;20,5;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-04;NA
230001;113;2018;4;5;14,9;21,0;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-05;NA
230001;113;2018;4;6;14,3;20,5;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-06;NA
230001;113;2018;4;7;14,2;21,0;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-07;NA
230001;113;2018;4;8;14,1;21,0;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-08;NA
230001;113;2018;4;9;14,6;20,2;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-09;NA
230001;113;2018;4;10;14,5;21,2;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-10;NA
230001;113;2018;4;11;15,1;19,7;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-11;NA
230001;113;2018;4;12;15,3;20,1;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-12;NA
230001;113;2018;4;13;17,0;19,9;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-13;NA
230001;113;2018;4;14;15,7;19,9;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-14;NA
230001;113;2018;4;15;14,0;20,0;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-15;NA
230001;113;2018;4;16;13,5;19,3;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-16;NA
230001;113;2018;4;17;13,8;20,4;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-17;NA
230001;113;2018;4;18;14,9;20,0;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-18;NA
230001;113;2018;4;19;14,8;20,1;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-19;NA
230001;113;2018;4;20;14,9;20,9;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-20;NA
230001;113;2018;4;21;14,7;19,4;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-21;NA
230001;113;2018;4;22;14,4;19,1;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-22;NA
230001;113;2018;4;23;14,2;18,8;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-23;NA
230001;113;2018;4;24;16,5;19,1;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-24;NA
230001;113;2018;4;25;13,4;18,8;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-25;NA
230001;113;2018;4;26;15,3;18,8;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-26;NA
230001;113;2018;4;27;13,3;19,3;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-27;NA
230001;113;2018;4;28;16,0;23,7;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-28;NA
230001;113;2018;4;29;15,6;20,2;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-29;NA
230001;113;2018;4;30;15,9;19,1;Cerro Moreno  Antofagasta  Ap.;-23,45361;-70,44528;Litoral;2018-04-30;NA
270001;48;2018;4;1;20,5;26,7;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-01;NA
270001;48;2018;4;2;19,8;26,6;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-02;NA
270001;48;2018;4;3;18,0;26,3;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-03;NA
270001;48;2018;4;4;20,4;26,7;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-04;NA
270001;48;2018;4;5;21,2;26,4;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-05;NA
270001;48;2018;4;6;20,1;26,0;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-06;NA
270001;48;2018;4;7;21,2;27,3;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-07;NA
270001;48;2018;4;8;22,0;26,9;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-08;NA
270001;48;2018;4;9;18,0;27,3;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-09;NA
270001;48;2018;4;10;18,7;27,0;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-10;NA
270001;48;2018;4;11;17,6;26,5;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-11;NA
270001;48;2018;4;12;17,9;26,4;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-12;NA
270001;48;2018;4;13;20,6;25,8;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-13;NA
270001;48;2018;4;14;21,1;25,1;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-14;NA
270001;48;2018;4;15;18,7;25,1;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-15;NA
270001;48;2018;4;16;18,5;25,7;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-16;NA
270001;48;2018;4;17;19,4;25,7;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-17;NA
270001;48;2018;4;18;17,0;25,3;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-18;NA
270001;48;2018;4;19;18,7;25,8;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-19;NA
270001;48;2018;4;20;15,2;24,8;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-20;NA
270001;48;2018;4;21;15,3;25,8;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-21;NA
270001;48;2018;4;22;16,0;24,9;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-22;NA
270001;48;2018;4;23;15,0;25,2;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-23;NA
270001;48;2018;4;24;16,3;25,3;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-24;NA
270001;48;2018;4;25;16,0;25,6;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-25;NA
270001;48;2018;4;26;18,6;20,6;Mataveri  Isla de Pascua Ap.;-27,15889;-109,43250;Litoral;2018-04-26;NA
